id,url,user_id,user_screenname,timestamp,text,lang,coordinates,uniq_rt_hash,reply_to_user,reply_to_id
"556039269631135745","https://twitter.com/ENSdeLyon/statuses/556039269631135745","ENSdeLyon","ENS de Lyon","2015-01-16T12:44:27","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556033337295638528","https://twitter.com/ScPoBibli/statuses/556033337295638528","ScPoBibli","ScPo Bibliothèque","2015-01-16T12:20:52","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556030442156351488","https://twitter.com/ScPoResearch/statuses/556030442156351488","ScPoResearch","Recherche SciencesPo","2015-01-16T12:09:22","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556028766909394945","https://twitter.com/Alexandre_Rigal/statuses/556028766909394945","Alexandre_Rigal","Alexandre Rigal","2015-01-16T12:02:43","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556017714285019137","https://twitter.com/micromegapolis/statuses/556017714285019137","micromegapolis","micromegapolis","2015-01-16T11:18:48","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556015072288714753","https://twitter.com/staldera/statuses/556015072288714753","staldera","Stalder Angèle","2015-01-16T11:08:18","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556013599098142720","https://twitter.com/AIMEproject/statuses/556013599098142720","AIMEproject","AIME","2015-01-16T11:02:26","""RT @pablojensenlyon: Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"556012471153340416","https://twitter.com/pablojensenlyon/statuses/556012471153340416","pablojensenlyon","pablo jensen","2015-01-16T10:57:57","""Conférence Bruno Latour à @ENSdeLyon, 3 février 18h30 http://www.confluence-des-savoirs.fr/content/3-fevrier-2015-face-gaia-conference-spectacle-sur-les-changements-datmosphere : crise écologique, climat, atmosphères... @AIMEproject""","fr",,"1643c7d1c24ff4fce82f8881d5ac51bc",,
"555800999395225601","https://twitter.com/Optichiasm/statuses/555800999395225601","Optichiasm","donato ricci","2015-01-15T20:57:39","""RT @AIMEproject: Statement of intent for the AIME Exhibition project @zkmkarlsruhe as a fourth medium to experiment with the inquiry http://www.modesofexistence.org/statement-of-intent-for-the-aime-exhibition-at-zkm-2016/""","en",,"af39821e0f5a6f250c2370cf96d5a07b",,
"555800980231426048","https://twitter.com/Optichiasm/statuses/555800980231426048","Optichiasm","donato ricci","2015-01-15T20:57:34","""RT @AIMEproject: Provisory results of @robindemourat's experience during 10 months of observation & participation in the AIME team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"dd0e67e8e0d9b792c9598f08f55b5e3d",,
"555800966398607360","https://twitter.com/Optichiasm/statuses/555800966398607360","Optichiasm","donato ricci","2015-01-15T20:57:31","""RT @AIMEproject: Update : la vidéo de Bruno Latour à la BnF: """"Ce que le numérique fait aux humanités"""" mentionnant AIME http://www.modesofexistence.org/bruno-latour-at-the-nlf-""""how-can-we-ever-be-modern""""/ @medialab_ScPo""","fr",,"ab99bef0562b0c00a1d6b922d8716726",,
"555782413566357506","https://twitter.com/_A_U_V/statuses/555782413566357506","_A_U_V","AUV","2015-01-15T19:43:47","""RT @AIMEproject: Update : la vidéo de Bruno Latour à la BnF: """"Ce que le numérique fait aux humanités"""" mentionnant AIME http://www.modesofexistence.org/bruno-latour-at-the-nlf-""""how-can-we-ever-be-modern""""/ @medialab_ScPo""","fr",,"ab99bef0562b0c00a1d6b922d8716726",,
"555778098177007616","https://twitter.com/AIMEproject/statuses/555778098177007616","AIMEproject","AIME","2015-01-15T19:26:39","""Update : la vidéo de Bruno Latour à la BnF: """"Ce que le numérique fait aux humanités"""" mentionnant AIME http://www.modesofexistence.org/bruno-latour-at-the-nlf-""""how-can-we-ever-be-modern""""/ @medialab_ScPo""","fr",,"ab99bef0562b0c00a1d6b922d8716726",,
"555754235099631616","https://twitter.com/robindemourat/statuses/555754235099631616","robindemourat","Robin De Mourat","2015-01-15T17:51:49","""RT @AIMEproject: Provisory results of @robindemourat's experience during 10 months of observation & participation in the AIME team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"dd0e67e8e0d9b792c9598f08f55b5e3d",,
"555748086379999232","https://twitter.com/robindemourat/statuses/555748086379999232","robindemourat","Robin De Mourat","2015-01-15T17:27:23","""RT @AIMEproject: Provisory results of @robindemourat's experience during 10 months of observation & participation in the AIME team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"dd0e67e8e0d9b792c9598f08f55b5e3d",,
"555746514157731840","https://twitter.com/KateMadd/statuses/555746514157731840","KateMadd","Kate M Maddalena","2015-01-15T17:21:08","""RT @AIMEproject: Provisory results of @robindemourat's experience during 10 months of observation & participation in the AIME team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"dd0e67e8e0d9b792c9598f08f55b5e3d",,
"555746412299042816","https://twitter.com/MikeLindgren/statuses/555746412299042816","MikeLindgren","Michael Lindgren","2015-01-15T17:20:44","""RT @AIMEproject: Provisory results of @robindemourat's experience during 10 months of observation & participation in the AIME team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"dd0e67e8e0d9b792c9598f08f55b5e3d",,
"555744614607773696","https://twitter.com/AIMEproject/statuses/555744614607773696","AIMEproject","AIME","2015-01-15T17:13:36","""Provisory results of @robindemourat's experience during 10 months of observation & participation in the AIME team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"dd0e67e8e0d9b792c9598f08f55b5e3d",,
"555744098163122176","https://twitter.com/AIMEproject/statuses/555744098163122176","AIMEproject","AIME","2015-01-15T17:11:32","""Provisory results of Robin's experience during 10 months of observation & participation at the heart of the aime team http://www.modesofexistence.org/some-interpretive-tools-for-data-collected-from-aime/""","en",,"85748ac00668a9ca1e9472b207d03982",,
"555738519587807232","https://twitter.com/ScPoBibli/statuses/555738519587807232","ScPoBibli","ScPo Bibliothèque","2015-01-15T16:49:22","""RT @INIST_CNRS: Ce que le #numérique fait aux #humanités par #BrunoLATOUR http://lalist.inist.fr/?p=14076""","fr",,"d2adcf4e891b17e10bc27069409f185f",,
"555738455611691008","https://twitter.com/INIST_CNRS/statuses/555738455611691008","INIST_CNRS","LaLIST","2015-01-15T16:49:07","""Ce que le #numérique fait aux #humanités par #BrunoLATOUR http://lalist.inist.fr/?p=14076""","fr",,"d2adcf4e891b17e10bc27069409f185f",,
"555700702740480001","https://twitter.com/curlyresearcher/statuses/555700702740480001","curlyresearcher","Viviane Sergi","2015-01-15T14:19:06","""RT @AIMEproject: Statement of intent for the AIME Exhibition project @zkmkarlsruhe as a fourth medium to experiment with the inquiry http://www.modesofexistence.org/statement-of-intent-for-the-aime-exhibition-at-zkm-2016/""","en",,"af39821e0f5a6f250c2370cf96d5a07b",,
"555675143251689473","https://twitter.com/AIMEproject/statuses/555675143251689473","AIMEproject","AIME","2015-01-15T12:37:32","""Statement of intent for the AIME Exhibition project @zkmkarlsruhe as a fourth medium to experiment with the inquiry http://www.modesofexistence.org/statement-of-intent-for-the-aime-exhibition-at-zkm-2016/""","en",,"af39821e0f5a6f250c2370cf96d5a07b",,
"555660053760737280","https://twitter.com/ZacharyVered/statuses/555660053760737280","ZacharyVered","Vertigone","2015-01-15T11:37:35","""Modes of existence is what""","en",,"1da13af518009f7c90a78200a8c26483",,
"555636955426197504","https://twitter.com/flognarde/statuses/555636955426197504","flognarde","Christophe Chardon","2015-01-15T10:05:48","""Une pensée complexe s’énonce clairement : raté #BrunoLatour !  https://www.youtube.com/watch?v=rp838o6vnYE""","fr",,"382eca30d2a63e2d6449c8b5534d06c3",,
"555175367447560192","https://twitter.com/jcanthro/statuses/555175367447560192","jcanthro","Jenny Carlson","2015-01-14T03:31:36","""Also on the subject: Gearing up to introduce my students to @AIMEproject & invite them to add more loops to #latour's Gordian knot.""","en",,"6b755cb5286ea9abe82191dc8525d0a8",,
"555100254887215104","https://twitter.com/_A_U_V/statuses/555100254887215104","_A_U_V","AUV","2015-01-13T22:33:08","""Conclusion : Écologiser @AIMEproject""","fr",,"fc027da24b12eab83c6975ecd2ea6d4f","_A_U_V","555089640634712065"
"555060561504129025","https://twitter.com/anthroposcenes/statuses/555060561504129025","anthroposcenes","anthroposcenes","2015-01-13T19:55:25","""#BrunoLatour on #UlrichBeck (1944-2015) http://artforum.com/passages/id=49747""","und",,"6fc2e5cc35b7af31d942c7f17f312355",,
"555060276102709248","https://twitter.com/anthroposcenes/statuses/555060276102709248","anthroposcenes","anthroposcenes","2015-01-13T19:54:17","""#BrunoLatour on #UlrichBeck  http://artforum.com/passages/id=49747""","und",,"886ecc43668af6090641f8d9f79e28d3",,
"554999510423056384","https://twitter.com/karlpalmas/statuses/554999510423056384","karlpalmas","Karl Palmås","2015-01-13T15:52:49","""RT @AIMEproject: Visiting @zkmkarlsruhe space that will hosts the AIME exhibition in April 2016 under 'Globale' http://zkm.de/en/globale http://twitter.com/AIMEproject/status/554995134275006464/photo/1""","en",,"ef12343aba6a9c494c953249efd49460",,
"554998209832296448","https://twitter.com/printedcities/statuses/554998209832296448","printedcities","Jasper","2015-01-13T15:47:39","""RT @AIMEproject: Visiting @zkmkarlsruhe space that will hosts the AIME exhibition in April 2016 under 'Globale' http://zkm.de/en/globale http://twitter.com/AIMEproject/status/554995134275006464/photo/1""","en",,"ef12343aba6a9c494c953249efd49460",,
"554996213033230336","https://twitter.com/Funkarino/statuses/554996213033230336","Funkarino","Mauricio Savarino","2015-01-13T15:39:43","""RT @AIMEproject: Visiting @zkmkarlsruhe space that will hosts the AIME exhibition in April 2016 under 'Globale' http://zkm.de/en/globale http://twitter.com/AIMEproject/status/554995134275006464/photo/1""","en",,"ef12343aba6a9c494c953249efd49460",,
"554995537708335104","https://twitter.com/Optichiasm/statuses/554995537708335104","Optichiasm","donato ricci","2015-01-13T15:37:02","""RT @AIMEproject: Visiting @zkmkarlsruhe space that will hosts the AIME exhibition in April 2016 under 'Globale' http://zkm.de/en/globale http://twitter.com/AIMEproject/status/554995134275006464/photo/1""","en",,"ef12343aba6a9c494c953249efd49460",,
"554995134275006464","https://twitter.com/AIMEproject/statuses/554995134275006464","AIMEproject","AIME","2015-01-13T15:35:25","""Visiting @zkmkarlsruhe space that will hosts the AIME exhibition in April 2016 under 'Globale' http://zkm.de/en/globale http://twitter.com/AIMEproject/status/554995134275006464/photo/1""","en",,"ef12343aba6a9c494c953249efd49460",,
"554836733536518145","https://twitter.com/EMGurevitch/statuses/554836733536518145","EMGurevitch","Eric M Gurevitch","2015-01-13T05:06:00","""RT @AIMEproject: Robin also presents a great video webdocumentation (still in progress) that we will probably call AIME anomalies http://twitter.com/AIMEproject/status/544920766861803520/photo/1""","en",,"258c6b116bf1c84f4fb6a986d4ebc8b2",,
